cycle,algorithm,onu_id,offered_bytes,served_bytes,backlog_bytes
105,limited,3e986a43-1a3d-4ab7-b7ec-6a30f7d0f62d,584,5100,194926
105,limited,3614600b-9bf7-44db-9e41-2b43bc47c25a,549,5100,47792
106,limited,65298be0-01e9-4bf4-9842-ae24b342999c,598,5100,203738
106,limited,3e986a43-1a3d-4ab7-b7ec-6a30f7d0f62d,581,5100,190505
106,limited,3614600b-9bf7-44db-9e41-2b43bc47c25a,617,5100,43346
107,limited,65298be0-01e9-4bf4-9842-ae24b342999c,595,5100,199323
107,limited,3e986a43-1a3d-4ab7-b7ec-6a30f7d0f62d,578,5100,186062
107,limited,3614600b-9bf7-44db-9e41-2b43bc47c25a,616,5100,38916
108,limited,65298be0-01e9-4bf4-9842-ae24b342999c,579,5100,194887
108,limited,3e986a43-1a3d-4ab7-b7ec-6a30f7d0f62d,30584,5100,211603
108,limited,3614600b-9bf7-44db-9e41-2b43bc47c25a,30636,5100,64522
109,limited,65298be0-01e9-4bf4-9842-ae24b342999c,12625,5100,202476
109,limited,3e986a43-1a3d-4ab7-b7ec-6a30f7d0f62d,12630,5100,219174
109,limited,3614600b-9bf7-44db-9e41-2b43bc47c25a,593,5100,60121
110,limited,65298be0-01e9-4bf4-9842-ae24b342999c,550,5100,198015
110,limited,3e986a43-1a3d-4ab7-b7ec-6a30f7d0f62d,30591,5100,244736
110,limited,3614600b-9bf7-44db-9e41-2b43bc47c25a,628,5100,55748
111,limited,65298be0-01e9-4bf4-9842-ae24b342999c,610,5100,193564
