cycle,algorithm,onu_id,cls,size_bytes,arrival_ns,start_ns,end_ns,queue_delay_ns
110,ipact,65298be0-01e9-4bf4-9842-ae24b342999c,BE,1500,2409194,2584955,2586155,175761
110,ipact,65298be0-01e9-4bf4-9842-ae24b342999c,BE,1500,2409194,2586155,2587355,176961
110,ipact,65298be0-01e9-4bf4-9842-ae24b342999c,BE,1500,2409194,2587355,2588555,178161
111,ipact,3614600b-9bf7-44db-9e41-2b43bc47c25a,EF,200,2589555,2589555,2589715,0
111,ipact,3614600b-9bf7-44db-9e41-2b43bc47c25a,EF,200,2589555,2589715,2589875,160
111,ipact,3614600b-9bf7-44db-9e41-2b43bc47c25a,EF,200,2589555,2589875,2590035,320
111,ipact,3e986a43-1a3d-4ab7-b7ec-6a30f7d0f62d,EF,200,2589555,2598506,2598666,8951
111,ipact,3e986a43-1a3d-4ab7-b7ec-6a30f7d0f62d,EF,200,2589555,2598666,2598826,9111
111,ipact,3e986a43-1a3d-4ab7-b7ec-6a30f7d0f62d,EF,200,2589555,2598826,2598986,9271
111,ipact,3e986a43-1a3d-4ab7-b7ec-6a30f7d0f62d,BE,1500,2496315,2598986,2600186,102671
111,ipact,3e986a43-1a3d-4ab7-b7ec-6a30f7d0f62d,BE,1500,2496315,2600186,2601386,103871
111,ipact,3e986a43-1a3d-4ab7-b7ec-6a30f7d0f62d,BE,1500,2496315,2601386,2602586,105071
111,ipact,3e986a43-1a3d-4ab7-b7ec-6a30f7d0f62d,BE,1500,2496315,2602586,2603786,106271
111,ipact,3e986a43-1a3d-4ab7-b7ec-6a30f7d0f62d,BE,1500,2496315,2603786,2604986,107471
111,ipact,3e986a43-1a3d-4ab7-b7ec-6a30f7d0f62d,BE,1500,2496315,2604986,2606186,108671
111,ipact,3e986a43-1a3d-4ab7-b7ec-6a30f7d0f62d,BE,1500,2496315,2606186,2607386,109871
111,ipact,65298be0-01e9-4bf4-9842-ae24b342999c,EF,200,2589555,2609106,2609266,19551
111,ipact,65298be0-01e9-4bf4-9842-ae24b342999c,EF,200,2589555,2609266,2609426,19711
111,ipact,65298be0-01e9-4bf4-9842-ae24b342999c,EF,200,2589555,2609426,2609586,19871
111,ipact,65298be0-01e9-4bf4-9842-ae24b342999c,BE,1500,2409194,2609586,2610786,200392
111,ipact,65298be0-01e9-4bf4-9842-ae24b342999c,BE,1500,2409194,2610786,2611986,201592
111,ipact,65298be0-01e9-4bf4-9842-ae24b342999c,BE,1500,2409194,2611986,2613186,202792
